CP010425	Archaea;Woesearchaeota;Woesearchaeota_incertae_sedis;Woesearchaeota_incertae_sedis;Woesearchaeota_incertae_sedis;Woesearchaeota_Incertae Sedis AR15;
AB297965	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter;
AE017243	Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmoidales;Metamycoplasmataceae;Mesomycoplasma;
AF358114	Bacteria;Bacillota;Tissierellia;Tissierellales;Tissierellaceae;Sporanaerobacter;
GL982576	Archaea;Nanohaloarchaeota;Nanohaloarchaeota_incertae_sedis;Nanohaloarchaeota_incertae_sedis;Nanohaloarchaeota_incertae_sedis;Candidatus_Nanosalina;
DQ352839	Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Salinicoccus;
U20385	Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;Bacillus;
DQ855467	Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Zunongwangia;
DQ911241	Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilus;
EF601828	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus;
FJ484643	Bacteria;Armatimonadota;Armatimonadota_incertae_sedis;Armatimonadota_incertae_sedis;Armatimonadota_incertae_sedis;Armatimonadetes_gp2;
X04465	Bacteria;Cyanobacteriota;Chloroplast;Chloroplast_incertae_sedis;Chloroplast;Streptophyta;
M59124	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;
DQ864733	Bacteria;Cyanobacteriota;Chloroplast;Chloroplast_incertae_sedis;Chloroplast;Streptophyta;
AF041468	Bacteria;Cyanobacteriota;Chloroplast;Chloroplast_incertae_sedis;Chloroplast;Cryptomonadaceae;
AJ698860	Bacteria;Bacillota;Bacilli;Caryophanales;Sporolactobacillaceae;Sporolactobacillus;
U51864	Bacteria;Verrucomicrobiota;Spartobacteria;Spartobacteria_incertae_sedis;Spartobacteria_incertae_sedis;Spartobacteria_genera_incertae_sedis;
M59155	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;
CP000804	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus;
AM422451	Bacteria;Actinomycetota;Actinobacteria;Jiangellales;Jiangellaceae;Jiangella;
CP000150	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
AB269873	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales_incertae_sedis;Thermogymnomonas;
AB301495	Bacteria;Bacteroidota;Saprospiria;Saprospirales;Lewinellaceae;Neolewinella;
EF486353	Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Salegentibacter;
EU183317	Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Lishizhenia;
AB253435	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;
AB241106	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
EF554596	Bacteria;Thermodesulfobacteriota;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Caldimicrobium;
EU053207	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;
EU672805	Bacteria;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;
FJ172667	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Corynebacteriaceae;Corynebacterium;
FJ438469	Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibaculum;
EF457462	Bacteria;Acidobacteriota;Acidobacteria_Gp3;Acidobacteria_Gp3_incertae_sedis;Acidobacteria_Gp3_incertae_sedis;Gp3;
AY225644	Bacteria;Acidobacteriota;Acidobacteria_Gp10;Acidobacteria_Gp10_incertae_sedis;Acidobacteria_Gp10_incertae_sedis;Gp10;
AJ401132	Bacteria;Verrucomicrobiota;Subdivision3;Subdivision3_incertae_sedis;Subdivision3_incertae_sedis;Subdivision3_genera_incertae_sedis;
AF317741	Bacteria;Acidobacteriota;Acidobacteria_Gp9;Acidobacteria_Gp9_incertae_sedis;Acidobacteria_Gp9_incertae_sedis;Gp9;
EF457474	Bacteria;Acidobacteriota;Acidobacteria_Gp1;Acidobacteria_Gp1_incertae_sedis;Acidobacteria_Gp1_incertae_sedis;Gp1;
DQ465910	Archaea;Korarchaeota;Korarchaeota_incertae_sedis;Korarchaeota_incertae_sedis;Korarchaeota_incertae_sedis;Candidatus_Korarchaeum;
EU135010	Bacteria;Armatimonadota;Armatimonadota_incertae_sedis;Armatimonadota_incertae_sedis;Armatimonadota_incertae_sedis;Armatimonadetes_gp4;
Z95725	Bacteria;Acidobacteriota;Acidobacteria_Gp6;Acidobacteria_Gp6_incertae_sedis;Acidobacteria_Gp6_incertae_sedis;Gp6;
AY274137	Bacteria;Acidobacteriota;Acidobacteria_Gp7;Acidobacteria_Gp7_incertae_sedis;Acidobacteria_Gp7_incertae_sedis;Gp7;
AY225642	Bacteria;Acidobacteriota;Acidobacteria_Gp10;Acidobacteria_Gp10_incertae_sedis;Acidobacteria_Gp10_incertae_sedis;Gp10;
AB300112	Bacteria;Armatimonadota;Armatimonadota_incertae_sedis;Armatimonadota_incertae_sedis;Armatimonadota_incertae_sedis;Armatimonadetes_gp2;
AF050560	Bacteria;Verrucomicrobiota;Subdivision5;Subdivision5_incertae_sedis;Subdivision5_incertae_sedis;Subdivision5_genera_incertae_sedis;
AY326582	Bacteria;Acidobacteriota;Acidobacteria_Gp25;Acidobacteria_Gp25_incertae_sedis;Acidobacteria_Gp25_incertae_sedis;Gp25;
EF457325	Bacteria;Acidobacteriota;Acidobacteria_Gp5;Acidobacteria_Gp5_incertae_sedis;Acidobacteria_Gp5_incertae_sedis;Gp5;
AY197421	Bacteria;Acidobacteriota;Acidobacteria_Gp23;Acidobacteria_Gp23_incertae_sedis;Acidobacteria_Gp23_incertae_sedis;Gp23;
DQ450815	Bacteria;Armatimonadota;Armatimonadota_incertae_sedis;Armatimonadota_incertae_sedis;Armatimonadota_incertae_sedis;Armatimonadetes_gp4;
EU135011	Bacteria;Armatimonadota;Armatimonadota_incertae_sedis;Armatimonadota_incertae_sedis;Armatimonadota_incertae_sedis;Armatimonadetes_gp4;
AJ233428	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;
L00922	Archaea;Euryarchaeota;Halobacteria;Haloferacales;Halorubraceae;Halorubrum;
L34627	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Agathobacter;
L37585	Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae_1;Clostridium_sensu stricto;
M58808	Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;
M59128	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;
M59107	Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia;
M59089	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;
L34683	Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae_incertae_sedis;
M23730	Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalicoccus;
X76649	Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae_1;Sarcina;
X76650	Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae_1;Sarcina;
AB566416	Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae_1;Hathewaya;
X73448	Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae_1;Hathewaya;
AY534872	Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Anaerosporobacter;
AB248531	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Sinomonas;
AY043730	Bacteria;Verrucomicrobiota;Spartobacteria;Spartobacteria_incertae_sedis;Spartobacteria_incertae_sedis;Spartobacteria_genera_incertae_sedis;
D26171	Bacteria;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Acidobacterium;
